172,324,819.8848266601562,346.6286926269531,39.20208740234375,116.74871826171876,1,-1,-1,-1
172,326,810.8778076171875,342.5549621582031,47.51153564453125,134.23406982421878,1,-1,-1,-1
172,4,818.0,342.0,48.0,131.0,1,1,1.0,1
173,324,815.2698364257812,346.47845458984375,36.99713134765625,116.12176513671876,1,-1,-1,-1
173,326,804.3441772460938,341.93646240234375,46.39617919921875,135.41836547851562,1,-1,-1,-1
173,4,816.0,342.0,52.0,134.0,1,1,1.0,1
174,324,821.6326904296875,345.3839416503906,41.2994384765625,114.50448608398438,1,-1,-1,-1
174,326,802.9459838867188,342.4169616699219,47.24884033203125,132.1627197265625,1,-1,-1,-1
174,4,810.0,342.0,52.0,134.0,1,1,1.0,1
175,326,795.8165893554688,343.7094421386719,45.70257568359375,131.25775146484378,1,-1,-1,-1
175,4,804.0,342.0,52.0,134.0,1,1,1.0,1
176,326,792.8369140625,342.5718078613281,46.7957763671875,134.34747314453122,1,-1,-1,-1
176,4,798.0,342.0,52.0,134.0,1,1,1.0,1
177,324,798.8593139648438,346.6463928222656,40.15386962890625,116.11843872070312,1,-1,-1,-1
177,326,791.4915771484375,342.329833984375,46.989990234375,134.75848388671878,1,-1,-1,-1
177,4,792.0,342.0,52.0,134.0,1,1,1.0,1
