1,446,503.8429565429688,548.3032836914061,32.83319091796875,90.366943359375,1,-1,-1.0,-1
1,71,1455.0,496.0,15.0,43.0,1,1,0.34091,1
1,80,1163.0,516.0,130.0,57.0,0,3,0.8157399999999999,1
1,11,273.0,585.0,46.0,148.0,1,1,0.7659600000000001,1
1,30,1077.0,546.0,112.0,109.0,0,3,1.0,1
1,10,195.0,575.0,46.0,154.0,1,1,1.0,1
1,12,264.0,495.0,19.0,297.0,0,10,1.0,1
1,82,1019.0,487.0,28.0,15.0,0,3,1.0,1
1,49,828.0,513.0,16.0,42.0,1,1,1.0,1
1,124,591.0,520.0,26.0,80.0,0,12,1.0,1
1,13,504.0,549.0,34.0,93.0,1,1,1.0,1
1,4,1477.0,519.0,38.0,76.0,1,1,1.0,1
1,16,637.0,536.0,22.0,58.0,1,1,0.65217,1
1,76,1107.0,539.0,95.0,79.0,0,3,0.21106999999999998,1
1,85,909.0,478.0,41.0,44.0,0,3,1.0,1
1,7,1445.0,511.0,33.0,78.0,1,1,0.9471299999999999,1
1,9,122.0,711.0,49.0,97.0,1,1,1.0,1
1,35,1072.0,494.0,16.0,29.0,1,1,1.0,1
1,39,1183.0,490.0,13.0,35.0,1,1,0.72222,1
1,15,652.0,528.0,27.0,70.0,1,1,1.0,1
1,29,954.0,548.0,81.0,63.0,0,3,1.0,1
1,8,-13.0,662.0,64.0,224.0,1,1,0.78462,1
1,41,979.0,498.0,29.0,24.0,0,3,1.0,1
1,2,1371.0,518.0,33.0,95.0,1,1,0.67647,1
1,14,543.0,548.0,31.0,95.0,1,1,1.0,1
1,100,1860.0,557.0,41.0,111.0,0,8,1.0,1
1,104,773.0,530.0,19.0,31.0,0,10,1.0,1
1,17,677.0,521.0,23.0,58.0,1,1,0.54167,1
1,44,1268.0,492.0,17.0,36.0,1,1,0.64865,1
1,47,792.0,509.0,16.0,45.0,1,1,0.79156,1
1,5,1521.0,568.0,52.0,109.0,1,1,1.0,1
1,6,1609.0,558.0,57.0,118.0,1,1,1.0,1
1,3,1391.0,474.0,10.0,148.0,0,10,0.80537,1
1,36,623.0,520.0,21.0,70.0,1,1,0.71831,1
1,105,672.0,510.0,15.0,87.0,0,10,0.60227,1
1,50,776.0,508.0,15.0,46.0,1,1,0.46808999999999995,1
1,116,806.0,503.0,9.0,51.0,0,10,0.7346199999999999,1
1,1,1376.0,485.0,37.0,28.0,0,11,1.0,1
1,447,791.5809936523438,506.71612548828125,15.918212890625,44.5667724609375,1,-1,-1.0,-1
1,448,544.2864379882811,546.0269165039061,31.908203125,92.65313720703124,1,-1,-1.0,-1
1,467,827.3529052734375,511.6286315917969,15.558349609375,43.11355590820313,1,-1,-1.0,-1
1,466,-19.43172645568848,672.0848388671875,70.47154426574706,209.924560546875,1,-1,-1.0,-1
1,465,122.17623901367188,708.2510986328125,49.58790588378906,98.9500732421875,1,-1,-1.0,-1
1,464,1523.0740966796875,564.0731201171875,49.428466796875,115.4132080078125,1,-1,-1.0,-1
1,462,1072.7122802734377,492.42279052734375,15.168701171875,28.21417236328125,1,-1,-1.0,-1
1,461,1445.998046875,508.3131408691406,31.688232421875,77.30337524414062,1,-1,-1.0,-1
1,460,195.3311004638672,578.9697265625,43.49127197265625,147.2042236328125,1,-1,-1.0,-1
1,459,1183.549072265625,488.3833618164063,14.3870849609375,35.4346923828125,1,-1,-1.0,-1
1,463,1269.192626953125,489.2367248535156,16.7225341796875,39.029144287109375,1,-1,-1.0,-1
1,457,625.2766723632812,520.7091064453125,17.977783203125,67.05810546875,1,-1,-1.0,-1
1,456,678.2163696289062,522.1411743164061,20.85870361328125,55.166015625,1,-1,-1.0,-1
1,455,272.03640747070307,588.388671875,45.48953247070313,141.78094482421875,1,-1,-1.0,-1
1,454,1610.527099609375,558.0814819335939,54.403076171875,118.34271240234376,1,-1,-1.0,-1
1,453,637.2430419921875,530.2979736328125,21.6651611328125,63.60888671875,1,-1,-1.0,-1
1,452,773.6900634765625,507.8095397949219,16.4703369140625,45.43991088867188,1,-1,-1.0,-1
1,451,1453.779296875,494.9306945800781,19.4173583984375,40.63528442382813,1,-1,-1.0,-1
1,450,1370.8043212890625,519.196533203125,33.4635009765625,93.08221435546876,1,-1,-1.0,-1
1,449,653.0447387695312,526.4757690429689,25.52972412109375,68.857421875,1,-1,-1.0,-1
1,458,1478.658447265625,518.8467407226561,35.19677734375,75.8006591796875,1,-1,-1.0,-1
2,9,111.0,698.0,49.0,97.0,1,1,1.0,1
2,39,1184.0,482.0,15.0,35.0,1,1,0.86111,1
2,71,1455.0,491.0,16.0,41.0,1,1,0.30951999999999996,1
2,85,911.0,472.0,41.0,42.0,0,3,1.0,1
2,12,256.0,485.0,19.0,297.0,0,10,1.0,1
2,76,1107.0,536.0,96.0,79.0,0,3,0.19097999999999998,1
2,4,1481.0,517.0,37.0,72.0,1,1,1.0,1
2,82,1021.0,480.0,26.0,15.0,0,3,1.0,1
2,8,-21.0,652.0,64.0,224.0,1,1,0.66154,1
2,13,502.0,537.0,34.0,93.0,1,1,1.0,1
2,41,981.0,490.0,29.0,24.0,0,3,1.0,1
2,50,776.0,498.0,14.0,45.0,1,1,0.5,1
2,100,1870.0,559.0,40.0,115.0,0,8,1.0,1
2,44,1271.0,487.0,17.0,36.0,1,1,0.86787,1
2,5,1527.0,561.0,55.0,118.0,1,1,1.0,1
2,3,1395.0,471.0,10.0,150.0,0,10,0.80795,1
2,36,624.0,510.0,20.0,70.0,1,1,0.723,1
2,35,1072.0,489.0,15.0,26.0,1,1,1.0,1
2,17,680.0,512.0,19.0,57.0,1,1,0.6,1
2,80,1145.0,513.0,133.0,56.0,0,3,0.73737,1
2,1,1379.0,486.0,37.0,28.0,0,11,1.0,1
2,10,188.0,563.0,46.0,154.0,1,1,1.0,1
2,29,955.0,544.0,82.0,63.0,0,3,1.0,1
2,14,543.0,536.0,31.0,95.0,1,1,1.0,1
2,11,266.0,574.0,46.0,148.0,1,1,0.78723,1
2,49,828.0,506.0,16.0,42.0,1,1,1.0,1
2,104,773.0,521.0,19.0,31.0,0,10,1.0,1
2,446,501.2919006347656,536.6041870117189,33.762908935546875,91.012939453125,1,-1,-1.0,-1
2,447,791.9234619140625,497.79193115234375,16.29608154296875,44.74871826171875,1,-1,-1.0,-1
2,448,542.6249389648439,535.6339111328125,31.01934814453125,94.01214599609376,1,-1,-1.0,-1
2,449,652.55078125,516.0875854492189,25.40460205078125,70.37945556640625,1,-1,-1.0,-1
2,450,1372.634521484375,517.2896118164061,34.6268310546875,96.1842041015625,1,-1,-1.0,-1
2,451,1456.5526123046875,492.0305480957031,19.75048828125,41.347564697265625,1,-1,-1.0,-1
2,452,775.0260009765625,498.6405944824219,16.283447265625,46.13375854492188,1,-1,-1.0,-1
2,453,637.2975463867188,520.2034912109375,21.86798095703125,64.6043701171875,1,-1,-1.0,-1
2,454,1616.645263671875,555.3566284179689,56.747802734375,122.26416015625,1,-1,-1.0,-1
2,455,263.85308837890625,575.532470703125,48.29058837890625,144.02642822265625,1,-1,-1.0,-1
2,456,677.8363037109375,512.5651245117189,21.68218994140625,56.121337890625,1,-1,-1.0,-1
2,105,672.0,501.0,15.0,87.0,0,10,0.59659,1
2,457,624.6423950195312,511.1931457519531,17.44683837890625,68.79000854492189,1,-1,-1.0,-1
2,459,1184.4556884765625,483.0747680664063,15.49169921875,35.21099853515625,1,-1,-1.0,-1
2,16,638.0,522.0,22.0,59.0,1,1,0.6087,1
2,47,792.0,497.0,16.0,46.0,1,1,0.85357,1
2,460,186.2429962158203,565.1719360351562,44.47465515136719,150.45892333984375,1,-1,-1.0,-1
2,7,1448.0,504.0,33.0,79.0,1,1,0.9753700000000001,1
2,6,1615.0,560.0,57.0,114.0,1,1,1.0,1
2,30,1079.0,543.0,113.0,112.0,0,3,1.0,1
2,15,652.0,518.0,27.0,70.0,1,1,0.71429,1
2,124,590.0,507.0,27.0,79.0,0,12,1.0,1
2,116,807.0,492.0,9.0,57.0,0,10,1.0,1
2,2,1375.0,516.0,32.0,94.0,1,1,0.66667,1
2,458,1480.6954345703125,517.7130737304689,36.3621826171875,75.138916015625,1,-1,-1.0,-1
2,461,1448.6041259765625,506.5628356933594,31.1141357421875,76.09634399414062,1,-1,-1.0,-1
2,462,1073.753173828125,489.4779357910156,15.071533203125,27.04721069335937,1,-1,-1.0,-1
2,465,110.42559051513672,699.1170043945312,47.85237884521485,101.18011474609376,1,-1,-1.0,-1
2,463,1272.0496826171875,485.6366271972656,18.6173095703125,42.97024536132813,1,-1,-1.0,-1
2,467,827.4325561523438,503.4851989746094,15.87664794921875,43.06887817382813,1,-1,-1.0,-1
2,466,-25.16877365112305,661.407470703125,66.16598510742189,211.74920654296875,1,-1,-1.0,-1
2,464,1527.6856689453125,561.9661254882811,49.97314453125,117.41241455078124,1,-1,-1.0,-1
3,2,1379.0,514.0,32.0,93.0,1,1,0.6482899999999999,1
3,47,792.0,507.0,16.0,46.0,1,1,0.97121,1
3,6,1626.0,546.0,58.0,127.0,1,1,1.0,1
3,15,651.0,529.0,26.0,74.0,1,1,1.0,1
3,50,774.0,509.0,15.0,44.0,1,1,0.48889,1
3,35,1073.0,490.0,15.0,28.0,1,1,1.0,1
3,105,669.0,513.0,15.0,87.0,0,10,0.53977,1
3,455,258.00653076171875,593.3910522460938,47.90252685546875,146.66180419921875,1,-1,-1.0,-1
3,3,1399.0,468.0,10.0,152.0,0,10,0.80392,1
3,5,1538.0,555.0,55.0,118.0,1,1,1.0,1
3,44,1272.0,484.0,21.0,47.0,1,1,1.0,1
3,17,679.0,524.0,19.0,58.0,1,1,0.7,1
3,49,827.0,511.0,16.0,42.0,1,1,1.0,1
3,104,774.0,531.0,18.0,30.0,0,10,1.0,1
3,16,637.0,534.0,21.0,64.0,1,1,0.63636,1
3,14,543.0,548.0,31.0,95.0,1,1,1.0,1
3,116,807.0,495.0,10.0,57.0,0,10,0.8558,1
3,124,589.0,525.0,30.0,80.0,0,12,1.0,1
3,39,1185.0,485.0,15.0,35.0,1,1,0.80556,1
3,80,1129.0,514.0,135.0,55.0,0,3,0.63078,1
3,454,1624.9595947265625,549.8424072265625,57.275390625,122.197998046875,1,-1,-1.0,-1
3,85,912.0,480.0,41.0,41.0,0,3,1.0,1
3,13,501.0,550.0,34.0,93.0,1,1,1.0,1
3,12,254.0,501.0,19.0,297.0,0,10,1.0,1
3,76,1108.0,533.0,96.0,80.0,0,3,0.17118,1
3,82,1022.0,486.0,27.0,15.0,0,3,1.0,1
3,4,1485.0,515.0,37.0,68.0,1,1,1.0,1
3,9,105.0,726.0,49.0,97.0,1,1,1.0,1
3,10,178.0,584.0,46.0,154.0,1,1,1.0,1
3,30,1082.0,540.0,113.0,115.0,0,3,1.0,1
3,11,258.0,592.0,46.0,148.0,1,1,0.65957,1
3,1,1382.0,487.0,38.0,29.0,0,11,1.0,1
3,71,1456.0,487.0,16.0,39.0,1,1,0.325,1
3,100,1880.0,547.0,40.0,115.0,0,8,1.0,1
3,41,982.0,491.0,29.0,24.0,0,3,1.0,1
3,7,1451.0,500.0,34.0,78.0,1,1,0.97685,1
3,36,624.0,524.0,20.0,71.0,1,1,0.67196,1
3,29,956.0,546.0,82.0,64.0,0,3,1.0,1
3,462,1073.4036865234377,490.7514343261719,14.9989013671875,28.63143920898437,1,-1,-1.0,-1
3,461,1452.416259765625,502.2884826660156,27.8822021484375,76.82650756835938,1,-1,-1.0,-1
3,458,1486.2547607421875,514.599609375,34.2427978515625,73.88043212890625,1,-1,-1.0,-1
3,463,1273.46728515625,486.02783203125,18.2493896484375,44.75091552734375,1,-1,-1.0,-1
3,464,1536.0623779296875,556.3162841796875,50.456787109375,117.42388916015624,1,-1,-1.0,-1
3,465,104.45060729980469,725.0208740234375,47.0382080078125,99.6590576171875,1,-1,-1.0,-1
3,467,827.4661865234375,510.9698791503906,15.908447265625,43.54537963867188,1,-1,-1.0,-1
3,457,623.8675537109375,522.3900756835939,16.0435791015625,70.79058837890625,1,-1,-1.0,-1
3,456,678.4403686523438,523.7645874023439,20.94073486328125,56.96630859375,1,-1,-1.0,-1
3,446,501.1299743652344,551.33837890625,33.132598876953125,89.47955322265625,1,-1,-1.0,-1
3,447,791.8193969726562,507.0994873046875,15.83197021484375,44.91497802734375,1,-1,-1.0,-1
3,448,541.6945190429689,550.8225708007811,30.956298828125,92.412353515625,1,-1,-1.0,-1
3,449,652.1904296875,526.5385131835939,25.57342529296875,72.19189453125,1,-1,-1.0,-1
3,460,179.64170837402344,584.8877563476562,45.10122680664063,153.5323486328125,1,-1,-1.0,-1
3,450,1376.8345947265625,515.7146606445311,32.7960205078125,93.4840087890625,1,-1,-1.0,-1
3,452,774.3535766601562,508.38018798828125,16.3331298828125,47.114013671875,1,-1,-1.0,-1
3,453,636.327392578125,531.8277587890625,21.525390625,65.27105712890625,1,-1,-1.0,-1
3,451,1455.794921875,486.5279846191406,17.3123779296875,38.24020385742188,1,-1,-1.0,-1
3,459,1184.685546875,484.78509521484375,15.321533203125,36.4898681640625,1,-1,-1.0,-1
4,82,1026.0,483.0,25.0,15.0,0,3,1.0,1
4,7,1456.0,501.0,31.0,79.0,1,1,1.0,1
4,124,588.0,519.0,30.0,81.0,0,12,1.0,1
4,71,1459.0,485.0,17.0,40.0,1,1,0.39024000000000003,1
4,116,808.0,499.0,10.0,56.0,0,10,1.0,1
4,1,1386.0,488.0,38.0,29.0,0,11,1.0,1
4,85,914.0,476.0,40.0,42.0,0,3,1.0,1
4,2,1383.0,513.0,33.0,99.0,1,1,0.61912,1
4,47,792.0,504.0,17.0,45.0,1,1,0.7874399999999999,1
4,11,257.0,592.0,46.0,148.0,1,1,0.8085100000000001,1
4,464,1543.26171875,555.736328125,53.0330810546875,122.8829345703125,1,-1,-1.0,-1
4,446,500.85107421875,546.7733154296875,34.36077880859375,93.1611328125,1,-1,-1.0,-1
4,465,93.24079895019531,723.1024780273438,45.44284057617188,99.82696533203124,1,-1,-1.0,-1
4,467,829.2767333984375,509.0018615722656,16.44927978515625,43.79171752929688,1,-1,-1.0,-1
4,462,1075.233154296875,489.4803466796875,14.311279296875,27.05682373046875,1,-1,-1.0,-1
4,6,1633.0,553.0,58.0,125.0,1,1,1.0,1
4,461,1456.3408203125,501.0314636230469,30.8135986328125,78.10842895507812,1,-1,-1.0,-1
4,460,171.5186767578125,583.66845703125,45.64964294433594,153.762451171875,1,-1,-1.0,-1
4,459,1186.6383056640625,481.609130859375,16.1396484375,35.8970947265625,1,-1,-1.0,-1
4,458,1489.754638671875,511.7942810058594,37.0621337890625,77.57382202148438,1,-1,-1.0,-1
4,457,625.0879516601562,519.8045043945311,17.31982421875,71.04449462890625,1,-1,-1.0,-1
4,456,679.069091796875,519.92041015625,21.6390380859375,58.09747314453125,1,-1,-1.0,-1
4,455,253.0236968994141,590.8514404296875,47.79286193847656,147.89227294921875,1,-1,-1.0,-1
4,454,1631.482177734375,550.4700927734375,59.7899169921875,126.15643310546876,1,-1,-1.0,-1
4,453,636.766845703125,529.5731201171875,22.1534423828125,66.6007080078125,1,-1,-1.0,-1
4,452,775.8275146484375,505.26947021484375,16.8297119140625,46.4625244140625,1,-1,-1.0,-1
4,451,1458.5899658203125,483.5695190429688,19.1451416015625,39.1419677734375,1,-1,-1.0,-1
4,450,1381.676025390625,513.0185546875,34.48583984375,97.40606689453124,1,-1,-1.0,-1
4,449,652.0379638671875,525.5653686523439,25.88836669921875,71.73114013671875,1,-1,-1.0,-1
4,448,542.3672485351561,547.4807739257811,31.26239013671875,94.97430419921876,1,-1,-1.0,-1
4,447,793.1034545898438,505.0048522949219,15.78173828125,43.777923583984375,1,-1,-1.0,-1
4,463,1274.9405517578125,483.2716064453125,19.604248046875,46.6407470703125,1,-1,-1.0,-1
4,10,173.0,581.0,46.0,154.0,1,1,1.0,1
4,80,1113.0,516.0,137.0,54.0,0,3,0.56653,1
4,15,651.0,526.0,25.0,73.0,1,1,1.0,1
4,50,775.0,506.0,15.0,44.0,1,1,0.57222,1
4,30,1085.0,537.0,113.0,119.0,0,3,1.0,1
4,49,829.0,510.0,16.0,42.0,1,1,1.0,1
4,17,679.0,521.0,22.0,56.0,1,1,0.56522,1
4,16,636.0,530.0,21.0,64.0,1,1,0.68182,1
4,100,1890.0,548.0,39.0,120.0,0,8,0.775,1
4,14,541.0,545.0,31.0,95.0,1,1,1.0,1
4,13,501.0,546.0,34.0,93.0,1,1,1.0,1
4,44,1274.0,484.0,20.0,47.0,1,1,1.0,1
4,4,1490.0,513.0,36.0,64.0,1,1,1.0,1
4,5,1541.0,560.0,55.0,118.0,1,1,1.0,1
4,36,624.0,521.0,20.0,70.0,1,1,0.62575,1
4,76,1110.0,536.0,96.0,81.0,0,3,0.093664,1
4,12,246.0,499.0,19.0,297.0,0,10,1.0,1
4,39,1189.0,483.0,12.0,34.0,1,1,0.94286,1
4,105,673.0,510.0,15.0,87.0,0,10,0.79545,1
4,35,1074.0,489.0,15.0,28.0,1,1,1.0,1
4,41,984.0,493.0,29.0,24.0,0,3,1.0,1
4,9,94.0,724.0,49.0,97.0,1,1,1.0,1
4,29,957.0,548.0,83.0,65.0,0,3,1.0,1
4,104,777.0,529.0,18.0,30.0,0,10,1.0,1
4,3,1403.0,466.0,11.0,153.0,0,10,0.80519,1
5,454,1638.2078857421875,561.8892211914061,60.33740234375,126.98492431640624,1,-1,-1.0,-1
5,455,244.8103179931641,581.1094970703125,48.23817443847656,154.12408447265625,1,-1,-1.0,-1
5,456,679.597900390625,517.2236938476561,21.12225341796875,59.8399658203125,1,-1,-1.0,-1
5,457,624.6749877929688,516.9130859375,16.65863037109375,70.47235107421875,1,-1,-1.0,-1
5,458,1494.792236328125,518.4777221679689,36.71630859375,78.57061767578125,1,-1,-1.0,-1
5,463,1277.91650390625,488.3550720214844,18.64501953125,46.27902221679688,1,-1,-1.0,-1
5,460,160.88580322265625,576.4385986328125,47.30519104003906,152.267578125,1,-1,-1.0,-1
5,461,1459.68798828125,508.3985900878906,30.0771484375,79.23544311523438,1,-1,-1.0,-1
