FrameId,Event,Type,OId,HId,D
225,34,MATCH,61.0,28.0,0.15516190931967455
226,34,MATCH,61.0,28.0,0.05032424717027473
227,35,SWITCH,61.0,33.0,0.07014353139474261
228,34,MATCH,61.0,33.0,0.017267662762202374
229,34,MATCH,61.0,33.0,0.024506413313469144
230,35,MATCH,61.0,33.0,0.06852564837057573
231,35,MATCH,61.0,33.0,0.05344896781578601
232,34,MATCH,61.0,33.0,0.043629452628338394
233,34,MATCH,61.0,33.0,0.015518432748216182
234,34,MATCH,61.0,33.0,0.01780400449507047
235,34,MATCH,61.0,33.0,0.08399186478266296
236,34,MATCH,61.0,33.0,0.07893786025509586
237,34,MATCH,61.0,33.0,0.03816140143862956
238,34,MATCH,61.0,33.0,0.06517309992772624
239,34,MATCH,61.0,33.0,0.038450616765586254
240,34,MATCH,61.0,33.0,0.041110619010801375
241,34,MATCH,61.0,33.0,0.027559205405985
242,34,SWITCH,61.0,28.0,0.02028283479789783
243,34,SWITCH,61.0,33.0,0.07951290395567512
244,34,MATCH,61.0,33.0,0.10267779914360553
245,34,MATCH,61.0,33.0,0.07068282241633672
246,34,MATCH,61.0,33.0,0.06856410528617285
247,34,SWITCH,61.0,28.0,0.042551932558392624
248,34,SWITCH,61.0,33.0,0.07858572028501942
249,35,MATCH,61.0,33.0,0.14714779560019642
250,35,MATCH,61.0,33.0,0.18870416763628062
251,35,MATCH,61.0,33.0,0.23157429751753011
252,35,MATCH,61.0,33.0,0.2374083334546112
253,35,MATCH,61.0,33.0,0.23394200859721304
254,35,MATCH,61.0,33.0,0.21356281142744415
255,35,MATCH,61.0,33.0,0.16840102069022778
256,35,MATCH,61.0,33.0,0.14282370310221693
257,35,MATCH,61.0,33.0,0.12066278783539086
258,35,MATCH,61.0,33.0,0.10408538489813213
259,35,MATCH,61.0,33.0,0.05172260224478009
260,35,MATCH,61.0,33.0,0.1326113209533033
261,35,MATCH,61.0,33.0,0.0552676551768253
262,35,MATCH,61.0,33.0,0.0745475813115366
263,35,MATCH,61.0,33.0,0.06692087895412924
264,35,MATCH,61.0,33.0,0.06912344694785233
265,35,MATCH,61.0,33.0,0.05017178812790646
266,35,MATCH,61.0,33.0,0.05935673588896939
267,35,MATCH,61.0,33.0,0.05312895692024622
268,35,MATCH,61.0,33.0,0.08423071507830393
269,35,MATCH,61.0,33.0,0.07856559307809341
270,35,MATCH,61.0,33.0,0.12570682500923436
271,35,MATCH,61.0,33.0,0.10197081157610022
272,35,MATCH,61.0,33.0,0.12921990382095772
273,35,MATCH,61.0,33.0,0.13360149567303858
274,35,MATCH,61.0,33.0,0.08238044985806603
275,35,MATCH,61.0,33.0,0.06658700523170169
276,35,MATCH,61.0,33.0,0.0785101700475942
277,35,MATCH,61.0,33.0,0.09115692757902971
278,35,MATCH,61.0,33.0,0.09118286569841971
279,35,MATCH,61.0,33.0,0.08406391575713501
280,34,MATCH,61.0,33.0,0.032737158871476324
281,34,MATCH,61.0,33.0,0.030254367637098767
282,34,MATCH,61.0,33.0,0.049432587836318764
283,34,SWITCH,61.0,28.0,0.05198891105969594
284,34,SWITCH,61.0,33.0,0.07508130369445942
285,34,MATCH,61.0,33.0,0.0851293575327482
286,34,MATCH,61.0,33.0,0.09682716485759901
287,34,MATCH,61.0,33.0,0.11106929262464282
288,34,MATCH,61.0,33.0,0.12183212525078757
289,34,MATCH,61.0,33.0,0.12102843242937011
290,34,MATCH,61.0,33.0,0.0661706244318141
291,34,MATCH,61.0,33.0,0.07070126344405392
292,34,MATCH,61.0,33.0,0.05968681697768241
293,34,MATCH,61.0,33.0,0.05704416937165302
294,34,MATCH,61.0,33.0,0.04816251075429612
295,34,MATCH,61.0,33.0,0.04813931459886278
296,34,MATCH,61.0,33.0,0.02880992662294979
297,34,MATCH,61.0,33.0,0.030293629302299507
298,34,MATCH,61.0,33.0,0.042020446891863794
299,34,MATCH,61.0,33.0,0.05568130316288844
300,34,MATCH,61.0,33.0,0.07145654810174895
301,34,MATCH,61.0,33.0,0.08099406046972568
302,35,MATCH,61.0,33.0,0.0947300559094888
303,35,MATCH,61.0,33.0,0.0765255921040493
304,35,SWITCH,61.0,28.0,0.0570692554548583
305,35,SWITCH,61.0,33.0,0.05381733166184599
306,34,MATCH,61.0,33.0,0.05506925749323344
307,34,SWITCH,61.0,28.0,0.05622521988113205
308,34,SWITCH,61.0,33.0,0.06646368344265818
309,34,MATCH,61.0,33.0,0.056753577413995004
310,35,MATCH,61.0,33.0,0.06752120681321161
311,35,MATCH,61.0,33.0,0.07035770141999698
312,35,SWITCH,61.0,28.0,0.08547072552097423
313,35,SWITCH,61.0,33.0,0.07894749831491665
314,35,MATCH,61.0,33.0,0.09191649512007738
315,34,MATCH,61.0,33.0,0.08700129683456348
316,34,MATCH,61.0,33.0,0.08822716421815135
317,34,SWITCH,61.0,28.0,0.07557313010026645
318,34,SWITCH,61.0,33.0,0.06873592823851227
319,34,MATCH,61.0,33.0,0.06375741907336929
320,34,MATCH,61.0,33.0,0.05545431766740905
321,34,MATCH,61.0,33.0,0.07572655204827505
322,34,MATCH,61.0,33.0,0.09602919045506197
323,34,MATCH,61.0,33.0,0.05299705535424715
324,34,MATCH,61.0,33.0,0.0567415309998518
325,34,MATCH,61.0,33.0,0.050356063323746425
326,34,MATCH,61.0,33.0,0.06287022103367135
327,34,SWITCH,61.0,28.0,0.03987048142603278
328,34,SWITCH,61.0,33.0,0.03451264581199753
329,34,MATCH,61.0,33.0,0.02676008273586805
330,34,MATCH,61.0,33.0,0.06882979457411564
331,34,MATCH,61.0,33.0,0.061669543535101456
332,34,MATCH,61.0,33.0,0.08925522073771697
333,34,MATCH,61.0,33.0,0.14443945721874185
334,35,MATCH,61.0,33.0,0.1053448008389315
335,35,MATCH,61.0,33.0,0.04642849374597802
336,34,MATCH,61.0,33.0,0.10483109860828987
337,34,MATCH,61.0,33.0,0.11339341110932555
338,34,MATCH,61.0,33.0,0.10539079154492947
339,34,MATCH,61.0,33.0,0.11439595303401207
340,34,MATCH,61.0,33.0,0.0699300649449216
341,34,MATCH,61.0,33.0,0.06606171035236252
342,34,MATCH,61.0,33.0,0.06140210006895708
343,34,MATCH,61.0,33.0,0.07551123969991969
344,34,MATCH,61.0,33.0,0.07138229244198802
345,34,MATCH,61.0,33.0,0.043095716801889394
346,34,MATCH,61.0,33.0,0.059642054132126976
347,34,SWITCH,61.0,28.0,0.08470018141909652
348,34,MATCH,61.0,28.0,0.06469611417732601
349,35,SWITCH,61.0,33.0,0.07107600259879954
350,35,MATCH,61.0,33.0,0.07206069906539292
351,35,MATCH,61.0,33.0,0.07456614763583713
352,36,MATCH,61.0,33.0,0.07847794881483716
353,36,MATCH,61.0,33.0,0.06427968394454742
354,36,MATCH,61.0,33.0,0.0337904041844177
355,36,MATCH,61.0,33.0,0.02589487111847877
356,36,MATCH,61.0,33.0,0.027417831457394737
357,36,MATCH,61.0,33.0,0.044516991883776
358,36,SWITCH,61.0,28.0,0.025655221965549146
359,36,SWITCH,61.0,33.0,0.060654961545562824
360,36,MATCH,61.0,33.0,0.12245115559183306
361,36,SWITCH,61.0,28.0,0.19030754015002305
362,36,SWITCH,61.0,33.0,0.21387028730432855
363,36,MATCH,61.0,33.0,0.1973515952453868
364,36,SWITCH,61.0,28.0,0.19326157627775864
365,36,SWITCH,61.0,33.0,0.16739110636468701
366,36,MATCH,61.0,33.0,0.13820533331762364
367,36,MATCH,61.0,33.0,0.18034677181247938
368,36,MATCH,61.0,33.0,0.14380633300423473
369,36,MATCH,61.0,33.0,0.10122456986822648
370,37,MATCH,61.0,33.0,0.08365087166350527
371,37,MATCH,61.0,33.0,0.10146239797710732
372,37,MATCH,61.0,33.0,0.05911428469849678
373,36,MATCH,61.0,33.0,0.1226615510768636
374,36,SWITCH,61.0,28.0,0.11557394876947491
375,36,SWITCH,61.0,33.0,0.12922406026051192
376,35,MATCH,61.0,33.0,0.10055374035489684
377,35,MATCH,61.0,33.0,0.08034484640304618
378,35,MATCH,61.0,33.0,0.08666215634510077
379,35,MATCH,61.0,33.0,0.16588393189859663
380,35,MATCH,61.0,33.0,0.11419505208730696
381,35,MATCH,61.0,33.0,0.15923167678781536
382,36,MATCH,61.0,33.0,0.129830294251442
383,36,MATCH,61.0,33.0,0.12684637033208102
384,36,SWITCH,61.0,28.0,0.13874615785769295
385,36,MATCH,61.0,28.0,0.1361877713490416
386,36,MATCH,61.0,28.0,0.15525963474754934
387,36,MATCH,61.0,28.0,0.17156805122359076
388,36,MATCH,61.0,28.0,0.1537084928099457
389,36,MATCH,61.0,28.0,0.16916914256836124
390,36,MATCH,61.0,28.0,0.18868600227287646
391,36,MATCH,61.0,28.0,0.21510581036683418
392,36,MATCH,61.0,28.0,0.17805122023236097
393,36,SWITCH,61.0,33.0,0.18163301459459813
394,36,MATCH,61.0,33.0,0.16883319767494498
395,36,MATCH,61.0,33.0,0.06708662009943112
396,36,SWITCH,61.0,28.0,0.04476953974233089
397,36,SWITCH,61.0,33.0,0.02912208629347013
398,36,SWITCH,61.0,28.0,0.09196309207630038
399,36,MATCH,61.0,28.0,0.09916236409630608
400,36,MATCH,61.0,28.0,0.1736556471715447
401,36,MATCH,61.0,28.0,0.1664224369328634
402,36,MATCH,61.0,28.0,0.17754986242769144
403,36,MATCH,61.0,28.0,0.1577621902104921
404,36,MATCH,61.0,28.0,0.1395712599052389
